 P.CHAVE  MODIFICACOES E INDICES
 XXXXXXXX XXXXXXXXXXXXXXXXXXXXX
 VMAXT    12 2024  89.020 '%'
 VMAXT     1 2025  77.120 '%'
 VMAXT     2 2025  85.720 '%'
 VMAXT     3 2025  85.850 '%'
 VMAXT     4 2025  92.760 '%'
 VMAXT     7 2025  95.390 '%'
 VMAXT    11 2025  94.560 '%'
 VMAXT    12 2025  89.020 '%'
 USINA    118                               BILLINGS            
 VAZMIN          6
 VMAXT     2 2021  84.300 '%'
 VMAXT     3 2021  87.150 '%'
 VMAXT     4 2021  88.850 '%'
 VMAXT     5 2021  89.960 '%'
 VMAXT     6 2021  90.260 '%'
 VMAXT     7 2021  91.670 '%'
 VMAXT     8 2021  92.280 '%'
 VMAXT     9 2021  91.370 '%'
 VMAXT    10 2021  89.450 '%'
 VMAXT    11 2021  87.950 '%'
 VMAXT    12 2021  87.050 '%'
 VMAXT     1 2022  80.990 '%'
 VMAXT     2 2022  84.300 '%'
 VMAXT     3 2022  87.150 '%'
 VMAXT     4 2022  88.850 '%'
 VMAXT     5 2022  89.960 '%'
 VMAXT     6 2022  90.260 '%'
 VMAXT     7 2022  91.670 '%'
 VMAXT     8 2022  92.280 '%'
 VMAXT     9 2022  91.370 '%'
 VMAXT    10 2022  89.450 '%'
 VMAXT    11 2022  87.950 '%'
 VMAXT    12 2022  87.050 '%'
 VMAXT     1 2023  80.990 '%'
 VMAXT     2 2023  84.300 '%'
 VMAXT     3 2023  87.150 '%'
 VMAXT     4 2023  88.850 '%'
 VMAXT     5 2023  89.960 '%'
 VMAXT     6 2023  90.260 '%'
 VMAXT     7 2023  91.670 '%'
 VMAXT     8 2023  92.280 '%'
 VMAXT     9 2023  91.370 '%'
 VMAXT    10 2023  89.450 '%'
 VMAXT    11 2023  87.950 '%'
 VMAXT    12 2023  87.050 '%'
 VMAXT     1 2024  80.990 '%'
 VMAXT     2 2024  84.300 '%'
 VMAXT     3 2024  87.150 '%'
 VMAXT     4 2024  88.850 '%'
 VMAXT     5 2024  89.960 '%'
 VMAXT     6 2024  90.260 '%'
 VMAXT     7 2024  91.670 '%'
 VMAXT     8 2024  92.280 '%'
 VMAXT     9 2024  91.370 '%'
 VMAXT    10 2024  89.450 '%'
 VMAXT    11 2024  87.950 '%'
 VMAXT    12 2024  87.050 '%'
 VMAXT     1 2025  80.990 '%'
 VMAXT     2 2025  84.300 '%'
 VMAXT     3 2025  87.150 '%'
 VMAXT     4 2025  88.850 '%'
 VMAXT     5 2025  89.960 '%'
 VMAXT     6 2025  90.260 '%'
 VMAXT     7 2025  91.670 '%'
 VMAXT     8 2025  92.280 '%'
 VMAXT     9 2025  91.370 '%'
 VMAXT    10 2025  89.450 '%'
 VMAXT    11 2025  87.950 '%'
 VMAXT    12 2025  87.050 '%'
 USINA    278                               MANSO               
 VAZMIN         95
 USINA      4                               FUNIL-GRANDE        
 VAZMIN         70
 USINA     28                               CAPIM BRANC2        
 VAZMIN         72
 USINA     34                               I. SOLTEIRA         
 VAZMIN       1450
 VOLMIN   15563.63 'h'                  
 VMINT     2 2021  45.890 '%'
 VMAXT     2 2021  75.010 '%'
 VMAXT     3 2021  86.250 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  48.770 '%'
 VMAXT    12 2021  45.990 '%'
 VMAXT     1 2022  49.620 '%'
 VMAXT     2 2022  63.730 '%'
 VMAXT     3 2022  82.380 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  48.770 '%'
 VMAXT    12 2022  45.990 '%'
 VMAXT     1 2023  49.620 '%'
 VMAXT     2 2023  63.730 '%'
 VMAXT     3 2023  82.380 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  48.770 '%'
 VMAXT    12 2023  45.990 '%'
 VMAXT     1 2024  49.620 '%'
 VMAXT     2 2024  63.730 '%'
 VMAXT     3 2024  82.380 '%'
 VMAXT     4 2024 100.000 '%'
 VMAXT    11 2024  48.770 '%'
 VMAXT    12 2024  45.990 '%'
 VMAXT     1 2025  49.620 '%'
 VMAXT     2 2025  63.730 '%'
 VMAXT     3 2025  82.380 '%'
 VMAXT     4 2025 100.000 '%'
 VMAXT    11 2025  48.770 '%'
 VMAXT    12 2025  45.990 '%'
 USINA     43                               T. IRMAOS           
 TURBMINT  2 2021  360.00
 TURBMINT  3 2021  360.00
 TURBMINT  4 2021  360.00
 TURBMINT  5 2021  360.00
 TURBMINT  6 2021  360.00
 TURBMINT  7 2021  360.00
 TURBMINT  8 2021  360.00
 TURBMINT  9 2021  360.00
 TURBMINT 10 2021  360.00
 TURBMINT 11 2021  360.00
 TURBMINT 12 2021  360.00
 TURBMINT  1 2022  360.00
 TURBMINT  2 2022  360.00
 TURBMINT  3 2022  360.00
 TURBMINT  4 2022  360.00
 TURBMINT  5 2022  360.00
 TURBMINT  6 2022  360.00
 TURBMINT  7 2022  360.00
 TURBMINT  8 2022  360.00
 TURBMINT  9 2022  360.00
 TURBMINT 10 2022  360.00
 TURBMINT 11 2022  360.00
 TURBMINT 12 2022  360.00
 TURBMINT  1 2023  360.00
 TURBMINT  2 2023  360.00
 TURBMINT  3 2023  360.00
 TURBMINT  4 2023  360.00
 TURBMINT  5 2023  360.00
 TURBMINT  6 2023  360.00
 TURBMINT  7 2023  360.00
 TURBMINT  8 2023  360.00
 TURBMINT  9 2023  360.00
 TURBMINT 10 2023  360.00
 TURBMINT 11 2023  360.00
 TURBMINT 12 2023  360.00
 TURBMINT  1 2024  360.00
 TURBMINT  2 2024  360.00
 TURBMINT  3 2024  360.00
 TURBMINT  4 2024  360.00
 TURBMINT  5 2024  360.00
 TURBMINT  6 2024  360.00
 TURBMINT  7 2024  360.00
 TURBMINT  8 2024  360.00
 TURBMINT  9 2024  360.00
 TURBMINT 10 2024  360.00
 TURBMINT 11 2024  360.00
 TURBMINT 12 2024  360.00
 TURBMINT  1 2025  360.00
 TURBMINT  2 2025  360.00
 TURBMINT  3 2025  360.00
 TURBMINT  4 2025  360.00
 TURBMINT  5 2025  360.00
 TURBMINT  6 2025  360.00
 TURBMINT  7 2025  360.00
 TURBMINT  8 2025  360.00
 TURBMINT  9 2025  360.00
 TURBMINT 10 2025  360.00
 TURBMINT 11 2025  360.00
 TURBMINT 12 2025  360.00
 VMINT     2 2021  45.570 '%'
 VMAXT     2 2021  74.940 '%'
 VMAXT     3 2021  86.330 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  48.470 '%'
 VMAXT    12 2021  45.680 '%'
 VMAXT     1 2022  49.320 '%'
 VMAXT     2 2022  63.540 '%'
 VMAXT     3 2022  82.410 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  48.470 '%'
 VMAXT    12 2022  45.680 '%'
 VMAXT     1 2023  49.320 '%'
 VMAXT     2 2023  63.540 '%'
 VMAXT     3 2023  82.410 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  48.470 '%'
 VMAXT    12 2023  45.680 '%'
 VMAXT     1 2024  49.320 '%'
 VMAXT     2 2024  63.540 '%'
 VMAXT     3 2024  82.410 '%'
 VMAXT     4 2024 100.000 '%'
 VMAXT    11 2024  48.470 '%'
 VMAXT    12 2024  45.680 '%'
 VMAXT     1 2025  49.320 '%'
 VMAXT     2 2025  63.540 '%'
 VMAXT     3 2025  82.410 '%'
 VMAXT     4 2025 100.000 '%'
 VMAXT    11 2025  48.470 '%'
 VMAXT    12 2025  45.680 '%'
 USINA     73                               JORDAO              
 VAZMIN         10
 USINA     91                               MACHADINHO          
 VAZMINT   2 2021  120.00
 USINA    103                               FOZ CHAPECO         
 VAZMINT   2 2021  200.00
 USINA     27                               CAPIM BRANC1        
 VAZMIN         72
 USINA     47                               A.A. LAYDNER        
 VAZMINT   2 2021  147.00
 VMAXT     2 2021  87.620 '%'
 VMAXT     3 2021  94.520 '%'
 VMAXT     4 2021  88.310 '%'
 VMAXT     5 2021  85.580 '%'
 VMAXT     6 2021  89.680 '%'
 VMAXT     7 2021  92.440 '%'
 VMAXT    10 2021  95.920 '%'
 VMAXT    11 2021  90.370 '%'
 VMAXT    12 2021  84.900 '%'
 VMAXT     1 2022  84.220 '%'
 VMAXT     2 2022  87.620 '%'
 VMAXT     3 2022  94.520 '%'
 VMAXT     4 2022  88.310 '%'
 VMAXT     5 2022  85.580 '%'
 VMAXT     6 2022  89.680 '%'
 VMAXT     7 2022  92.440 '%'
 VMAXT    10 2022  95.920 '%'
 VMAXT    11 2022  90.370 '%'
 VMAXT    12 2022  84.900 '%'
 VMAXT     1 2023  84.220 '%'
 VMAXT     2 2023  87.620 '%'
 VMAXT     3 2023  94.520 '%'
 VMAXT     4 2023  88.310 '%'
 VMAXT     5 2023  85.580 '%'
 VMAXT     6 2023  89.680 '%'
 VMAXT     7 2023  92.440 '%'
 VMAXT    10 2023  95.920 '%'
 VMAXT    11 2023  90.370 '%'
 VMAXT    12 2023  84.900 '%'
 VMAXT     1 2024  84.220 '%'
 VMAXT     2 2024  87.620 '%'
 VMAXT     3 2024  94.520 '%'
 VMAXT     4 2024  88.310 '%'
 VMAXT     5 2024  85.580 '%'
 VMAXT     6 2024  89.680 '%'
 VMAXT     7 2024  92.440 '%'
 VMAXT    10 2024  95.920 '%'
 VMAXT    11 2024  90.370 '%'
 VMAXT    12 2024  84.900 '%'
 VMAXT     1 2025  84.220 '%'
 VMAXT     2 2025  87.620 '%'
 VMAXT     3 2025  94.520 '%'
 VMAXT     4 2025  88.310 '%'
 VMAXT     5 2025  85.580 '%'
 VMAXT     6 2025  89.680 '%'
 VMAXT     7 2025  92.440 '%'
 VMAXT    10 2025  95.920 '%'
 VMAXT    11 2025  90.370 '%'
 VMAXT    12 2025  84.900 '%'
 USINA     86                               BARRA GRANDE        
 VAZMINT   2 2021   16.00
 USINA     95                               QUEBRA QUEIX        
 VAZMINT   2 2021    0.50
 USINA    305                               ITIQUIRA II         
 VAZMIN         40
 USINA    119                               HENRY BORDEN        
 VAZMIN          6
 USINA    312                               B. COQUEIROS        
 VAZMIN         30
 USINA    311                               CACU                
 VAZMIN         30
 USINA    262                               SALTO               
 TURBMINT  2 2021   79.00
 TURBMINT  3 2021   79.00
 TURBMINT  4 2021   79.00
 TURBMINT  5 2021   79.00
 TURBMINT  6 2021   79.00
 TURBMINT  7 2021   79.00
 TURBMINT  8 2021   79.00
 TURBMINT  9 2021   79.00
 TURBMINT 10 2021    0.00
 TURBMINT 11 2021   79.00
 TURBMINT 12 2021   79.00
 TURBMINT  1 2022   79.00
 TURBMINT  2 2022   79.00
 TURBMINT  3 2022   79.00
 TURBMINT  4 2022   79.00
 TURBMINT  5 2022   79.00
 TURBMINT  6 2022   79.00
 TURBMINT  7 2022   79.00
 TURBMINT  8 2022   79.00
 TURBMINT  9 2022   79.00
 TURBMINT 10 2022   79.00
 TURBMINT 11 2022   79.00
 TURBMINT 12 2022   79.00
 TURBMINT  1 2023   79.00
 TURBMINT  2 2023   79.00
 TURBMINT  3 2023   79.00
 TURBMINT  4 2023   79.00
 TURBMINT  5 2023   79.00
 TURBMINT  6 2023   79.00
 TURBMINT  7 2023   79.00
 TURBMINT  8 2023   79.00
 TURBMINT  9 2023   79.00
 TURBMINT 10 2023   79.00
 TURBMINT 11 2023   79.00
 TURBMINT 12 2023   79.00
 TURBMINT  1 2024   79.00
 TURBMINT  2 2024   79.00
 TURBMINT  3 2024   79.00
 TURBMINT  4 2024   79.00
 TURBMINT  5 2024   79.00
 TURBMINT  6 2024   79.00
 TURBMINT  7 2024   79.00
 TURBMINT  8 2024   79.00
 TURBMINT  9 2024   79.00
 TURBMINT 10 2024   79.00
 TURBMINT 11 2024   79.00
 TURBMINT 12 2024   79.00
 TURBMINT  1 2025   79.00
 TURBMINT  2 2025   79.00
 TURBMINT  3 2025   79.00
 TURBMINT  4 2025   79.00
 TURBMINT  5 2025   79.00
 TURBMINT  6 2025   79.00
 TURBMINT  7 2025   79.00
 TURBMINT  8 2025   79.00
 TURBMINT  9 2025   79.00
 TURBMINT 10 2025   79.00
 TURBMINT 11 2025   79.00
 TURBMINT 12 2025   79.00
 VAZMINT   2 2021   29.13
 USINA    281                               PONTE PEDRA         
 VAZMIN         45
 USINA     20                               BATALHA             
 VAZMIN         23
 USINA    102                               PASSO S JOAO        
 VAZMIN         50
 USINA    101                               SAO JOSE            
 VAZMINT   2 2021   43.80
 USINA     57                               MAUA                
 VAZMIN         60
 USINA     83                               BAIXO IGUACU        
 VAZMINT   2 2021  256.25
 USINA     89                               GARIBALDI           
 TURBMINT  2 2021    0.00
 TURBMINT  3 2021    0.00
 TURBMINT  4 2021    0.00
 TURBMINT  5 2021    0.00
 TURBMINT  6 2021    0.00
 TURBMINT  7 2021    0.00
 TURBMINT  8 2021    0.00
 TURBMINT  9 2021    0.00
 TURBMINT 10 2021    0.00
 TURBMINT 11 2021    0.00
 TURBMINT 12 2021    0.00
 TURBMINT  1 2022    0.00
 TURBMINT  2 2022    0.00
 TURBMINT  3 2022    0.00
 TURBMINT  4 2022    0.00
 TURBMINT  5 2022    0.00
 TURBMINT  6 2022    0.00
 TURBMINT  7 2022    0.00
 TURBMINT  8 2022    0.00
 TURBMINT  9 2022  116.00
 TURBMINT 10 2022  116.00
 TURBMINT 11 2022  116.00
 TURBMINT 12 2022  116.00
 TURBMINT  1 2023  116.00
 TURBMINT  2 2023  116.00
 TURBMINT  3 2023  116.00
 TURBMINT  4 2023  116.00
 TURBMINT  5 2023  116.00
 TURBMINT  6 2023  116.00
 TURBMINT  7 2023  116.00
 TURBMINT  8 2023  116.00
 TURBMINT  9 2023  116.00
 TURBMINT 10 2023  116.00
 TURBMINT 11 2023  116.00
 TURBMINT 12 2023  116.00
 TURBMINT  1 2024  116.00
 TURBMINT  2 2024  116.00
 TURBMINT  3 2024  116.00
 TURBMINT  4 2024  116.00
 TURBMINT  5 2024  116.00
 TURBMINT  6 2024  116.00
 TURBMINT  7 2024  116.00
 TURBMINT  8 2024  116.00
 TURBMINT  9 2024  116.00
 TURBMINT 10 2024  116.00
 TURBMINT 11 2024  116.00
 TURBMINT 12 2024  116.00
 TURBMINT  1 2025  116.00
 TURBMINT  2 2025  116.00
 TURBMINT  3 2025  116.00
 TURBMINT  4 2025  116.00
 TURBMINT  5 2025  116.00
 TURBMINT  6 2025  116.00
 TURBMINT  7 2025  116.00
 TURBMINT  8 2025  116.00
 TURBMINT  9 2025  116.00
 TURBMINT 10 2025  116.00
 TURBMINT 11 2025  116.00
 TURBMINT 12 2025  116.00
 VAZMIN         81
 USINA    319                               FICT.MAUA           
 VAZMIN         60
 USINA    111                               PASSO REAL          
 VMAXT     2 2021  88.980 '%'
 USINA    120                               JAGUARI             
 VAZMIN          4
 VMINT     2 2021  20.000 '%'
 USINA    122                               SANTA BRANCA        
 VAZMIN         30
 VMAXT     2 2021  94.740 '%'
 VMINT     2 2021  10.000 '%'
 VMAXT     3 2021  97.370 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  97.370 '%'
 VMAXT    12 2021  92.110 '%'
 VMAXT     1 2022  84.210 '%'
 VMAXT     2 2022  94.740 '%'
 VMAXT     3 2022  97.370 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  97.370 '%'
 VMAXT    12 2022  92.110 '%'
 VMAXT     1 2023  84.210 '%'
 VMAXT     2 2023  94.740 '%'
 VMAXT     3 2023  97.370 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  97.370 '%'
 VMAXT    12 2023  92.110 '%'
 VMAXT     1 2024  84.210 '%'
 VMAXT     2 2024  94.740 '%'
 VMAXT     3 2024  97.370 '%'
 VMAXT     4 2024 100.000 '%'
 VMAXT    11 2024  97.370 '%'
 VMAXT    12 2024  92.110 '%'
 VMAXT     1 2025  84.210 '%'
 VMAXT     2 2025  94.740 '%'
 VMAXT     3 2025  97.370 '%'
 VMAXT     4 2025 100.000 '%'
 VMAXT    11 2025  97.370 '%'
 VMAXT    12 2025  92.110 '%'
 USINA    123                               FUNIL               
 VAZMIN         70
 VMAXT     2 2021  68.650 '%'
 VMINT     2 2021  30.000 '%'
 VMAXT     3 2021  83.500 '%'
 VMAXT     4 2021 100.000 '%'
 VMAXT    11 2021  76.900 '%'
 VMAXT    12 2021  55.450 '%'
 VMAXT     1 2022  62.050 '%'
 VMAXT     2 2022  68.650 '%'
 VMAXT     3 2022  83.500 '%'
 VMAXT     4 2022 100.000 '%'
 VMAXT    11 2022  76.900 '%'
 VMAXT    12 2022  55.450 '%'
 VMAXT     1 2023  62.050 '%'
 VMAXT     2 2023  68.650 '%'
 VMAXT     3 2023  83.500 '%'
 VMAXT     4 2023 100.000 '%'
 VMAXT    11 2023  76.900 '%'
 VMAXT    12 2023  55.450 '%'
 VMAXT     1 2024  62.050 '%'
 VMAXT     2 2024  68.650 '%'
 VMAXT     3 2024  83.500 '%'
 VMAXT     4 2024 100.000 '%'
 VMAXT    11 2024  76.900 '%'
 VMAXT    12 2024  55.450 '%'
 VMAXT     1 2025  62.050 '%'
 VMAXT     2 2025  68.650 '%'
 VMAXT     3 2025  83.500 '%'
 VMAXT     4 2025 100.000 '%'
 VMAXT    11 2025  76.900 '%'
 VMAXT    12 2025  55.450 '%'
 USINA    124                               LAJES               
 VAZMINT   2 2021    5.50
 VMINT     2 2021  18.300 '%'
 USINA    133                               P. PASSOS           
 VAZMIN        120
 USINA    121                               PARAIBUNA           
 VAZMIN         10
 VMINT     2 2021   5.000 '%'
 USINA    126                               PICADA              
 VAZMINT   2 2021    6.90
 USINA    132                               FONTES              
 VAZMINT   2 2021    5.50
 USINA    134                               SALTO GRANDE        
 VAZMIN         18
 USINA    135                               P. ESTRELA          
 VAZMIN         10
 USINA    144                               MASCARENHAS         
 VAZMIN        210
 USINA    192                               GUILMAN-AMOR        
 VAZMINT   2 2021   19.20
 USINA    139                               CANDONGA            
 VAZMIN         58
 TURBMAXT  2 2021    0.00
 TURBMAXT  3 2021    0.00
 TURBMAXT  4 2021    0.00
 TURBMAXT  5 2021    0.00
 TURBMAXT  6 2021    0.00
 TURBMAXT  7 2021    0.00
 TURBMAXT  8 2021    0.00
 TURBMAXT  9 2021    0.00
 TURBMAXT 10 2021    0.00
 TURBMAXT 11 2021    0.00
 TURBMAXT 12 2021    0.00
 TURBMAXT  1 2022    0.00
 TURBMAXT  2 2022    0.00
 TURBMAXT  3 2022    0.00
 TURBMAXT  4 2022    0.00
 TURBMAXT  5 2022    0.00
 TURBMAXT  6 2022    0.00
 TURBMAXT  7 2022    0.00
 TURBMAXT  8 2022    0.00
 TURBMAXT  9 2022    0.00
 TURBMAXT 10 2022    0.00
 TURBMAXT 11 2022    0.00
 TURBMAXT 12 2022    0.00
 TURBMAXT  1 2023    0.00
 TURBMAXT  2 2023    0.00
 TURBMAXT  3 2023    0.00
 TURBMAXT  4 2023    0.00
 TURBMAXT  5 2023    0.00
 TURBMAXT  6 2023    0.00
 TURBMAXT  7 2023    0.00
 TURBMAXT  8 2023    0.00
 TURBMAXT  9 2023    0.00
 TURBMAXT 10 2023    0.00
 TURBMAXT 11 2023    0.00
 TURBMAXT 12 2023    0.00
 TURBMAXT  1 2024    0.00
 TURBMAXT  2 2024    0.00
 TURBMAXT  3 2024    0.00
 TURBMAXT  4 2024    0.00
 TURBMAXT  5 2024    0.00
 TURBMAXT  6 2024    0.00
 TURBMAXT  7 2024    0.00
 TURBMAXT  8 2024    0.00
 TURBMAXT  9 2024    0.00
 TURBMAXT 10 2024    0.00
 TURBMAXT 11 2024    0.00
 TURBMAXT 12 2024    0.00
 TURBMAXT  1 2025    0.00
 TURBMAXT  2 2025    0.00
 TURBMAXT  3 2025    0.00
 TURBMAXT  4 2025    0.00
 TURBMAXT  5 2025    0.00
 TURBMAXT  6 2025    0.00
 TURBMAXT  7 2025    0.00
 TURBMAXT  8 2025    0.00
 TURBMAXT  9 2025    0.00
 TURBMAXT 10 2025    0.00
 TURBMAXT 11 2025    0.00
 TURBMAXT 12 2025    0.00
 USINA    156                               TRES MARIAS         
 VAZMINT   2 2021  321.00
 VAZMINT   3 2021  300.00
 VAZMINT   4 2021  150.00
 VMAXT     2 2021  94.890 '%'
 VMAXT     3 2021 100.000 '%'
 VMAXT    11 2021  84.090 '%'
 VMAXT    12 2021  73.880 '%'
 VMAXT     1 2022  84.090 '%'
 VMAXT     2 2022  94.890 '%'
 VMAXT     3 2022 100.000 '%'
 VMAXT    11 2022  84.090 '%'
 VMAXT    12 2022  73.880 '%'
 VMAXT     1 2023  84.090 '%'
 VMAXT     2 2023  94.890 '%'
 VMAXT     3 2023 100.000 '%'
 VMAXT    11 2023  84.090 '%'
 VMAXT    12 2023  73.880 '%'
 VMAXT     1 2024  84.090 '%'
 VMAXT     2 2024  94.890 '%'
 VMAXT     3 2024 100.000 '%'
 VMAXT    11 2024  84.090 '%'
 VMAXT    12 2024  73.880 '%'
 VMAXT     1 2025  84.090 '%'
 VMAXT     2 2025  94.890 '%'
 VMAXT     3 2025 100.000 '%'
 VMAXT    11 2025  84.090 '%'
 VMAXT    12 2025  73.880 '%'
 TURBMAXT  2 2021  378.45
 TURBMAXT  3 2021  378.45
 TURBMAXT  4 2021  906.00
 TURBMAXT  5 2021  906.00
 TURBMAXT  6 2021  906.00
 TURBMAXT  7 2021  906.00
 TURBMAXT  8 2021  906.00
 TURBMAXT  9 2021  906.00
 TURBMAXT 10 2021  906.00
 TURBMAXT 11 2021  906.00
 TURBMAXT 12 2021  906.00
 TURBMAXT  1 2022  906.00
 TURBMAXT  2 2022  906.00
 TURBMAXT  3 2022  906.00
 TURBMAXT  4 2022  906.00
 TURBMAXT  5 2022  906.00
 TURBMAXT  6 2022  906.00
 TURBMAXT  7 2022  906.00
 TURBMAXT  8 2022  906.00
 TURBMAXT  9 2022  906.00
 TURBMAXT 10 2022  906.00
 TURBMAXT 11 2022  906.00
 TURBMAXT 12 2022  906.00
 TURBMAXT  1 2023  906.00
 TURBMAXT  2 2023  906.00
 TURBMAXT  3 2023  906.00
 TURBMAXT  4 2023  906.00
 TURBMAXT  5 2023  906.00
 TURBMAXT  6 2023  906.00
 TURBMAXT  7 2023  906.00
 TURBMAXT  8 2023  906.00
 TURBMAXT  9 2023  906.00
 TURBMAXT 10 2023  906.00
 TURBMAXT 11 2023  906.00
 TURBMAXT 12 2023  906.00
 TURBMAXT  1 2024  906.00
 TURBMAXT  2 2024  906.00
 TURBMAXT  3 2024  906.00
 TURBMAXT  4 2024  906.00
 TURBMAXT  5 2024  906.00
 TURBMAXT  6 2024  906.00
 TURBMAXT  7 2024  906.00
 TURBMAXT  8 2024  906.00
 TURBMAXT  9 2024  906.00
 TURBMAXT 10 2024  906.00
 TURBMAXT 11 2024  906.00
 TURBMAXT 12 2024  906.00
 TURBMAXT  1 2025  906.00
 TURBMAXT  2 2025  906.00
 TURBMAXT  3 2025  906.00
 TURBMAXT  4 2025  906.00
 TURBMAXT  5 2025  906.00
 TURBMAXT  6 2025  906.00
 TURBMAXT  7 2025  906.00
 TURBMAXT  8 2025  906.00
 TURBMAXT  9 2025  906.00
 TURBMAXT 10 2025  906.00
 TURBMAXT 11 2025  906.00
 TURBMAXT 12 2025  906.00
 USINA    169                               SOBRADINHO          
 VAZMINT   2 2021  800.00
 VMAXT     2 2021  76.810 '%'
 VMAXT     3 2021  76.750 '%'
 VMAXT     4 2021  76.580 '%'
 VMAXT     5 2021 100.000 '%'
 VMAXT    11 2021  77.800 '%'
 VMAXT    12 2021  77.230 '%'
 VMAXT     1 2022  76.810 '%'
 VMAXT     3 2022  76.750 '%'
 VMAXT     4 2022  76.580 '%'
 VMAXT     5 2022 100.000 '%'
 VMAXT    11 2022  77.800 '%'
 VMAXT    12 2022  77.230 '%'
 VMAXT     1 2023  76.810 '%'
 VMAXT     3 2023  76.750 '%'
 VMAXT     4 2023  76.580 '%'
 VMAXT     5 2023 100.000 '%'
 VMAXT    11 2023  77.800 '%'
 VMAXT    12 2023  77.230 '%'
 VMAXT     1 2024  76.810 '%'
 VMAXT     3 2024  76.750 '%'
 VMAXT     4 2024  76.580 '%'
 VMAXT     5 2024 100.000 '%'
 VMAXT    11 2024  77.800 '%'
 VMAXT    12 2024  77.230 '%'
 VMAXT     1 2025  76.810 '%'
 VMAXT     3 2025  76.750 '%'
 VMAXT     4 2025  76.580 '%'
 VMAXT     5 2025 100.000 '%'
 VMAXT    11 2025  77.800 '%'
 VMAXT    12 2025  77.230 '%'
 USINA    172                               ITAPARICA           
 VAZMINT   2 2021  800.00
 VMAXT     2 2021  56.310 '%'
 VMAXT     3 2021  58.290 '%'
 VMAXT     4 2021  99.010 '%'
 VMAXT     5 2021 100.000 '%'
 VMAXT    11 2021  77.030 '%'
 VMAXT    12 2021  56.000 '%'
 VMAXT     2 2022  56.310 '%'
 VMAXT     3 2022  58.290 '%'
 VMAXT     4 2022  99.010 '%'
 VMAXT     5 2022 100.000 '%'
 VMAXT    11 2022  77.030 '%'
 VMAXT    12 2022  56.000 '%'
 VMAXT     2 2023  56.310 '%'
 VMAXT     3 2023  58.290 '%'
 VMAXT     4 2023  99.010 '%'
 VMAXT     5 2023 100.000 '%'
 VMAXT    11 2023  77.030 '%'
 VMAXT    12 2023  56.000 '%'
 VMAXT     2 2024  56.310 '%'
 VMAXT     3 2024  58.290 '%'
 VMAXT     4 2024  99.010 '%'
 VMAXT     5 2024 100.000 '%'
 VMAXT    11 2024  77.030 '%'
 VMAXT    12 2024  56.000 '%'
 VMAXT     2 2025  56.310 '%'
 VMAXT     3 2025  58.290 '%'
 VMAXT     4 2025  99.010 '%'
 VMAXT     5 2025 100.000 '%'
 VMAXT    11 2025  77.030 '%'
 VMAXT    12 2025  56.000 '%'
 TURBMAXT  2 2021 1114.15
 TURBMAXT  3 2021  962.23
 TURBMAXT  4 2021 3330.00
 TURBMAXT  5 2021 3330.00
 TURBMAXT  6 2021 3330.00
 TURBMAXT  7 2021 3330.00
 TURBMAXT  8 2021 3330.00
 TURBMAXT  9 2021 3330.00
 TURBMAXT 10 2021 3330.00
 TURBMAXT 11 2021 3330.00
 TURBMAXT 12 2021 3330.00
 TURBMAXT  1 2022 3330.00
 TURBMAXT  2 2022 3330.00
 TURBMAXT  3 2022 3330.00
 TURBMAXT  4 2022 3330.00
 TURBMAXT  5 2022 3330.00
 TURBMAXT  6 2022 3330.00
 TURBMAXT  7 2022 3330.00
 TURBMAXT  8 2022 3330.00
 TURBMAXT  9 2022 3330.00
 TURBMAXT 10 2022 3330.00
 TURBMAXT 11 2022 3330.00
 TURBMAXT 12 2022 3330.00
 TURBMAXT  1 2023 3330.00
 TURBMAXT  2 2023 3330.00
 TURBMAXT  3 2023 3330.00
 TURBMAXT  4 2023 3330.00
 TURBMAXT  5 2023 3330.00
 TURBMAXT  6 2023 3330.00
 TURBMAXT  7 2023 3330.00
 TURBMAXT  8 2023 3330.00
 TURBMAXT  9 2023 3330.00
 TURBMAXT 10 2023 3330.00
 TURBMAXT 11 2023 3330.00
 TURBMAXT 12 2023 3330.00
 TURBMAXT  1 2024 3330.00
 TURBMAXT  2 2024 3330.00
 TURBMAXT  3 2024 3330.00
 TURBMAXT  4 2024 3330.00
 TURBMAXT  5 2024 3330.00
 TURBMAXT  6 2024 3330.00
 TURBMAXT  7 2024 3330.00
 TURBMAXT  8 2024 3330.00
 TURBMAXT  9 2024 3330.00
 TURBMAXT 10 2024 3330.00
 TURBMAXT 11 2024 3330.00
 TURBMAXT 12 2024 3330.00
 TURBMAXT  1 2025 3330.00
 TURBMAXT  2 2025 3330.00
 TURBMAXT  3 2025 3330.00
 TURBMAXT  4 2025 3330.00
 TURBMAXT  5 2025 3330.00
 TURBMAXT  6 2025 3330.00
