
         MODELO ESTOCASTICO DE GERACAO DE VAZOES   SINTETICAS - PAR(p)


                              SERIE  DE VAZOES   DA USINA FURNAS       (CONFIGURACAO No.   59)


        JAN        FEV        MAR        ABR        MAI        JUN        JUL        AGO        SET        OUT        NOV        DEZ

                         1                                !       I*******!***************
                         2                                !       I*****  !
                         3                                !       I       !
                         4                                !       I       !
                         5                                !       I****** !
                         6                                !       I****   !
                         7                                !     **I       !
                         8                                !*******I       !
                         9                                !       I       !
                        10                                !   ****I       !
                        11                                !       I*****  !




                                                    CORRELOGRAMO PARCIAL - JUL/POS 



                         1                                !       I*******!*********************
                         2                                !       I*******!***********
                         3                                !       I****   !
                         4                                !       I*      !
                         5                                !       I****   !
                         6                                !       I       !
                         7                                !       I**     !
                         8                                !       I***    !
                         9                                !    ***I       !
                        10                             ***!*******I       !
                        11                                !*******I       !



                                                    CORRELOGRAMO PARCIAL - AGO/POS 



                         1                                !       I*******!**********************
                         2                                ! ******I       !
                         3                                !       I**     !
                         4                                !  *****I       !
                         5                                !       I***    !
                         6                                !*******I       !
                         7                                !*******I       !
                         8                                !       I       !
                         9                                !       I*******!
                        10                                !     **I       !
                        11                                !     **I       !




                                                    CORRELOGRAMO PARCIAL - SET/POS 



                         1                                !       I*******!***************
                         2                                !       I*******!*****
                         3                                !       I*******!*
                         4                                ! ******I       !
                         5                                !       I*****  !
                         6                                !       I       !
                         7                                !     **I       !
                         8                                !  *****I       !
                         9                                !      *I       !
                        10                                !       I**     !
                        11                                !       I*******!



                                                    CORRELOGRAMO PARCIAL - OUT/POS 



                         1                                !       I*******!*************
                         2                                !       I****   !
                         3                                !       I*******!****
                         4                                !       I*******!*
                         5                                !      *I       !
                         6                                !     **I       !
                         7                                !   ****I       !
                         8                                !       I***    !
                         9                                !      *I       !
                        10                                !       I***    !
                        11                                !     **I       !




                                                    CORRELOGRAMO PARCIAL - NOV/POS 



                         1                                !       I*******!*************
                         2                                !       I*******!
                         3                                !   ****I       !
                         4                                !     **I       !
                         5                                !  *****I       !
                         6                                !    ***I       !
                         7                                !*******I       !
                         8                                !       I*      !
                         9                                !       I***    !
                        10                                !       I***    !
                        11                                !      *I       !



                                                    CORRELOGRAMO PARCIAL - DEZ/POS 



                         1                                !       I*******!************
                         2                                !       I*******!**
                         3                                !       I       !
                         4                                !       I****** !
                         5                                !       I       !
                         6                                !       I       !
                         7                                !   ****I       !
                         8                                !       I*      !
                         9                                !   ****I       !
                        10                                ! ******I       !
                        11                                !       I**     !


                                           ORDEM ORIGINAL DO MODELO AUTORREGRESSIVO PARA CADA PERIODO

                                      JAN  FEV  MAR  ABR  MAI  JUN  JUL  AGO  SET  OUT  NOV  DEZ

                                POS     1    1    6    2    3    1    2    1    3    4    1    2


                                           ORDEM FINAL DO MODELO AUTORREGRESSIVO PARA CADA PERIODO

                                      JAN  FEV  MAR  ABR  MAI  JUN  JUL  AGO  SET  OUT  NOV  DEZ

                                POS     1    1    1    2    3    1    2    1    3    4    1    2



          PERIODO: JAN/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 1)
0.570E+00
0.882E+00
-.160E-01
-.406E-01



          PERIODO: FEV/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 1)
0.470E+00
0.438E+00
0.592E-01
0.145E+00



          PERIODO: MAR/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 1)
0.549E+00
0.493E+00
0.119E+00
0.277E+00



          PERIODO: ABR/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 2)
0.462E+00  0.306E+00
0.290E+00  0.172E+00
0.157E+00
0.238E+00



          PERIODO: MAI/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 3)
0.363E+00  0.197E+00  0.272E+00
0.236E+00  0.800E-01  0.993E-01
0.188E+00
0.184E+00



          PERIODO: JUN/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 1)
0.657E+00
0.673E+00
0.192E+00
0.192E+00



          PERIODO: JUL/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 2)
0.535E+00  0.403E+00
0.352E+00  0.272E+00
0.463E-01
0.300E-01



          PERIODO: AGO/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 1)
0.807E+00
0.639E+00
0.130E+00
0.661E-01



          PERIODO: SET/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 3)
0.426E+00  0.262E+00  0.341E+00
0.764E+00  0.372E+00  0.320E+00
-.210E+00
-.189E+00



          PERIODO: OUT/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 4)
0.332E+00  -.598E-01  0.301E+00  0.346E+00
0.327E+00  -.106E+00  0.422E+00  0.319E+00
-.621E-01
-.539E-01



          PERIODO: NOV/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 1)
0.612E+00
0.793E+00
0.152E+00
0.167E+00



          PERIODO: DEZ/POS 
                                     COEFICIENTES DA EQUACAO DE REGRESSAO DE UM PROCESSO AR( 2)
0.404E+00  0.296E+00
0.623E+00  0.592E+00
0.116E+00
0.194E+00


                                                          SERIE DE RUIDOS  - ANO: POS 



        JAN        FEV        MAR        ABR        MAI        JUN        JUL        AGO        SET        OUT        NOV        DEZ

     0.000E+00  0.224E+01  0.208E+00  -.222E+00  0.881E+00  -.734E+00  -.591E+00  -.526E-01  -.116E+00  0.154E+00  -.510E+00  -.271E+00
     0.392E+00  0.244E+00  -.206E+00  -.656E+00  -.382E+00  0.235E+00  -.152E+00  -.393E-01  -.114E+00  0.128E+00  -.506E+00  0.534E+00
     -.123E+01  -.104E+01  -.533E+00  0.212E+00  0.263E-01  -.755E-01  -.231E-01  0.395E+00  0.928E-01  0.391E+00  -.110E+01  -.348E+00
     -.123E+00  -.825E+00  -.236E+00  -.160E+00  -.277E+00  0.288E-01  -.144E+00  -.785E-01  0.471E+00  0.239E-01  -.473E+00  0.110E+01
     0.833E-01  0.126E+01  -.305E+00  0.594E+00  0.998E-01  -.259E+00  -.110E+00  0.173E+00  -.242E+00  0.456E+00  -.105E+01  -.109E+01
     -.832E+00  -.681E+00  0.163E+01  0.327E-01  0.719E-01  -.330E+00  -.230E+00  0.312E+00  0.615E+00  -.308E+00  0.121E+00  0.793E+00
     0.906E+00  -.652E+00  -.591E+00  -.897E-01  0.820E+00  -.218E+00  -.479E+00  -.127E+00  -.366E+00  0.139E+01  -.149E+00  0.128E+01
     -.836E+00  -.407E+00  -.832E-01  -.231E+00  0.473E+00  -.278E+00  -.191E+00  0.458E+00  0.131E-01  0.128E+01  -.225E+00  -.284E-01
     0.921E-01  0.352E+00  -.106E+01  -.152E+00  -.886E-02  -.261E+00  0.221E-01  0.150E-01  -.153E+00  -.290E+00  0.114E-01  0.542E+00
     0.405E+00  0.102E+01  0.487E+00  -.600E+00  -.363E+00  -.273E+00  -.109E+00  -.139E+00  -.199E+00  -.160E+00  0.886E+00  0.452E+00
     -.710E+00  -.998E+00  -.446E+00  0.530E-01  -.330E+00  0.429E-01  0.411E+00  -.340E+00  0.144E+01  0.836E+00  -.459E+00  -.216E+00
     -.624E+00  -.275E+00  0.102E+01  0.641E-01  0.132E+00  0.904E-01  0.237E+00  -.213E+00  -.319E+00  -.254E-01  0.504E+00  -.407E+00
     0.867E+00  0.182E+00  0.339E+00  -.516E+00  -.153E+00  0.463E-01  0.120E+00  0.405E+00  -.336E+00  0.599E+00  -.532E+00  -.601E+00
     -.816E+00  0.132E+00  0.362E+00  -.178E+00  -.317E+00  -.118E+00  -.135E-01  -.285E-01  -.191E+00  -.190E+00  -.629E-01  -.635E+00
     -.585E+00  0.132E+01  -.601E+00  0.118E+00  -.360E+00  0.183E+00  0.505E+00  -.459E+00  -.435E+00  -.493E+00  0.933E+00  0.108E+01
     0.167E+01  -.136E+01  0.319E+00  0.446E+00  -.101E-01  -.124E+00  0.276E+00  -.170E+00  -.574E+00  0.649E-01  -.362E+00  -.988E+00
     0.802E+00  0.400E+00  0.333E+01  -.102E+00  -.459E+00  -.290E+00  0.283E+00  -.267E+00  0.116E+01  -.561E+00  -.405E+00  -.232E+00
     -.334E+00  0.346E+00  0.320E+00  -.289E+00  -.195E+00  0.723E-01  -.424E+00  0.194E+00  -.393E+00  -.378E+00  0.623E+00  -.719E-01
