
         MODELO ESTOCASTICO DE GERACAO DE ENERGIAS SINTETICAS - PAR(p)




                              SERIE  DE ENERGIAS DO REE   SUDESTE      (CONFIGURACAO No.    1)


        JAN        FEV        MAR        ABR        MAI        JUN        JUL        AGO        SET        OUT        NOV        DEZ

2004  10072.20   16489.43   12684.20    9920.06    5434.30    4313.61    3652.32    2659.83    2172.12    2678.74    3389.40    6687.76
2005   9118.10    9942.64   12713.47    7078.78    5092.84    3654.03    2986.85    2422.65    2519.55    2452.32    5169.65   10349.36
2006   6741.14    6398.29    9344.72    7982.98    4218.37    3013.57    2557.41    2100.28    2277.59    3845.55    6554.08   10078.50
2007  10464.98   14086.57    6936.49    4800.40    3520.56    2747.23    2666.69    2023.00    1645.08    1979.97    3369.25    4888.09
2008   5460.32    9280.83   10039.16    7949.72    4457.56    3230.36    2406.11    2174.02    1866.95    2289.21    4621.34   10202.28
2009  11281.61    9954.12    7496.96    9312.53    5749.86    3939.03    3484.58    2799.79    3093.72    5121.95    6531.22    9410.93
2010  10606.78    6267.14    8178.38    6668.59    3776.80    2851.50    2707.42    2039.04    1839.60    2568.97    5471.20    8301.83
2011  13372.88    7538.81   13527.56    8476.36    4599.90    3545.19    2851.19    2272.37    1764.40    3075.64    5239.62   10931.24
2012  15591.05    9111.59    6849.74    5145.89    4120.49    3823.36    2853.78    2068.50    1877.31    2189.50    4761.66    5128.52
2013   8419.02    8270.85    6841.93    6729.93    3543.92    3391.11    2709.50    1907.03    1761.63    2517.42    3391.82   10375.82
2014   6056.68    4978.01    7099.39    6232.79    3455.23    2605.26    2140.09    1743.32    1581.13    1514.86    3174.59    5878.79
2015   2905.89    5546.89    6111.31    5259.80    3912.98    2529.53    1963.47    1388.34    1800.13    1425.38    2576.66    3727.90
2016  10267.79    6397.71    5700.74    2871.72    2373.72    2715.68    1618.44    1620.30    1388.82    1833.30    3951.79    5283.79
2017   4373.75    5451.91    4862.55    3979.21    2888.59    2173.44    1595.41    1576.97    1194.25    1421.71    2838.80    5616.44
2018   5014.48    8609.17    8052.71    5795.46    2898.49    2289.18    1804.78    1813.00    1597.00    2477.57    4792.19    5805.82
2019   4312.13    5287.98    7189.41    6069.00    3853.35    2571.90    2194.02    1717.70    1614.13    1639.64    2533.26    4275.22

                                                  MEDIA AMOSTRAL DAS ENERGIAS


        JAN        FEV        MAR        ABR        MAI        JUN        JUL        AGO        SET        OUT        NOV        DEZ

     10330.83   10451.45    9893.25    7405.31    4652.37    3564.18    2928.76    2471.66    2451.51    3138.62    5062.17    8321.10



                                              DESVIO PADRAO AMOSTRAL DAS ENERGIAS


        JAN        FEV        MAR        ABR        MAI        JUN        JUL        AGO        SET        OUT        NOV        DEZ

      3719.69    4335.92    3119.42    2296.62    1172.95     841.65     652.33     531.98     623.99     889.49    1517.64    2889.42



                                                ASSIMETRIA AMOSTRAL DAS ENERGIAS


        JAN        FEV        MAR        ABR        MAI        JUN        JUL        AGO        SET        OUT        NOV        DEZ

         0.62       1.58       0.66       1.37       1.29       1.09       0.72       0.64       0.67       0.46       0.95       1.18



