 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 & Cadastro das familias de curvas de jusante
 &
 & Usina: codigo da usina hidraulica
 & IndCurva: indice da familia (sequencial)
 & HjusRef: nivel de montante da usina de jusante para referencia da familia
 & nPol: quantidade de polinomios da familia
 &
 &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
 &;Usina;Indice;HjusRef
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0010;005; 3;            3931.811;           11252.960;4.93953400000000E+02;1.39952600000000E-03;-1.6274530000000E-07;1.06834400000000E-11;-2.8370270000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;001; 1;               0.000;            4917.693;0.46578590000000E+03;0.47594840000000E-03;0.11631230000000E-06;-.10368110000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;001; 2;            4917.693;           13551.500;0.46293780000000E+03;0.20553210000000E-02;-.17708310000000E-06;0.88231690000000E-11;-.18091470000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;002; 1;               0.000;            2604.717;0.46598060000000E+03;0.60686670000000E-03;0.11934380000000E-06;-.11465950000000E-09;0.27954090000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;002; 2;            2604.717;            4917.693;0.46578590000000E+03;0.47594840000000E-03;0.11631230000000E-06;-.10368110000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;002; 3;            4917.693;           13551.500;0.46293780000000E+03;0.20553210000000E-02;-.17708310000000E-06;0.88231690000000E-11;-.18091470000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;003; 1;               0.000;            2833.025;0.46613090000000E+03;0.70883580000000E-03;0.94666380000000E-07;-.14282420000000E-09;0.33853640000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;003; 2;            2833.025;            4917.693;0.46578590000000E+03;0.47594840000000E-03;0.11631230000000E-06;-.10368110000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;003; 3;            4917.693;           13551.500;0.46293780000000E+03;0.20553210000000E-02;-.17708310000000E-06;0.88231690000000E-11;-.18091470000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;004; 1;               0.000;            3303.102;0.46642860000000E+03;0.85682930000000E-03;-.29104100000000E-06;0.60211660000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;004; 2;            3303.102;            4917.693;0.46578590000000E+03;0.47594840000000E-03;0.11631230000000E-06;-.10368110000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;004; 3;            4917.693;           13551.500;0.46293780000000E+03;0.20553210000000E-02;-.17708310000000E-06;0.88231690000000E-11;-.18091470000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;005; 1;               0.000;            3380.000;0.46647890000000E+03;0.80819800000000E-03;-.21236770000000E-06;0.25085630000000E-10;0.43669800000000E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;005; 2;            3380.000;            4917.693;0.46578590000000E+03;0.47594840000000E-03;0.11631230000000E-06;-.10368110000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0011;005; 3;            4917.693;           13551.500;0.46293780000000E+03;0.20553210000000E-02;-.17708310000000E-06;0.88231690000000E-11;-.18091470000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;001; 1;               0.000;            1886.157;0.44259540000000E+03;0.11359620000000E-02;-.42534710000000E-06;0.31784970000000E-09;-.98171800000000E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;001; 2;            1886.157;            6457.075;0.44344680000000E+03;0.59675210000000E-04;0.19160910000000E-06;-.18765120000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;001; 3;            6457.075;           14996.100;0.44519800000000E+03;0.29200990000000E-03;-.55740710000000E-08;-.42602930000000E-12;0.18793570000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;002; 1;               0.000;            5732.981;0.44400000000000E+03;0.21555750000000E-03;0.86733280000000E-07;-.81504420000000E-11;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;002; 2;            5732.981;            6457.075;0.44344680000000E+03;0.59675210000000E-04;0.19160910000000E-06;-.18765120000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;002; 3;            6457.075;           14996.100;0.44519800000000E+03;0.29200990000000E-03;-.55740710000000E-08;-.42602930000000E-12;0.18793570000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;003; 1;               0.000;            5552.479;0.44470000000000E+03;0.16183930000000E-03;0.66731000000000E-08;0.86239380000000E-11;-.84948980000000E-15
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;003; 2;            5552.479;            6457.075;0.44344680000000E+03;0.59675210000000E-04;0.19160910000000E-06;-.18765120000000E-10;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;003; 3;            6457.075;           14996.100;0.44519800000000E+03;0.29200990000000E-03;-.55740710000000E-08;-.42602930000000E-12;0.18793570000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;004; 1;               0.000;            6544.536;0.44550000000000E+03;-.13089910000000E-18;0.86192320000000E-07;-.12326210000000E-10;0.57172030000000E-15
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;004; 2;            6544.536;           14996.100;0.44519800000000E+03;0.29200990000000E-03;-.55740710000000E-08;-.42602930000000E-12;0.18793570000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;005; 1;               0.000;            8900.000;0.44630000000000E+03;-.71927800000000E-17;0.18740950000000E-07;-.10833190000000E-11;0.24252750000000E-16
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0012;005; 2;            8900.000;           14996.100;0.44519800000000E+03;0.29200990000000E-03;-.55740710000000E-08;-.42602930000000E-12;0.18793570000000E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0014;001; 1;               0.000;             172.017;0.74894272491974E+03;-.38888047626319E-14;0.16256013705902E-02;-.14026089642732E-04;0.34037021924985E-07
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0014;001; 2;             172.017;             491.150;0.75329453423099E+03;0.20529255736068E-01;-.63652338903314E-04;0.11314236041152E-06;-.74336783728890E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0015;001; 1;               0.000;             154.276;0.57405393589782E+03;-.34970094635514E-14;0.66924032403876E-03;-.25331795422603E-05;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0015;001; 2;             154.276;             672.686;0.57967578719954E+03;0.69679660416766E-02;-.29358246348668E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0015;001; 3;             672.686;            1798.725;0.57939111604694E+03;0.88110499045897E-02;-.67460474380961E-05;0.28500330715255E-08;-.48119390757200E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0016;001; 1;               0.000;             172.579;0.54555208231274E+03;0.18626271881118E-01;-.35446869793316E-04;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0016;001; 2;             172.579;            1883.080;0.54659659789657E+03;0.64797701212117E-02;0.12005969516595E-06;-.15540782412043E-08;0.44582753084679E-12
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0017;001; 1;               0.000;            7382.696;0.37933575412910E+03;0.19893512019262E-02;-.73125109151077E-07;0.98116477000797E-12;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0017;001; 2;            7382.696;           19736.512;0.38356946120405E+03;0.63467775226736E-03;0.64332283464432E-07;-.37789484631147E-11;0.64241287304143E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0017;002; 1;               0.000;            3196.296;0.38100000000000E+03;0.58280145490844E-04;0.10362548299549E-05;-.32999143370150E-09;0.38151214700940E-13
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0017;002; 2;            3196.296;            7382.696;0.37933575412910E+03;0.19893512019262E-02;-.73125109151077E-07;0.98116477000797E-12;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0017;002; 3;            7382.696;           19736.512;0.38356946120405E+03;0.63467775226736E-03;0.64332283464432E-07;-.37789484631147E-11;0.64241287304143E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0017;003; 1;               0.000;            7444.838;0.38220000000000E+03;0.53782158133190E-18;0.46984090997616E-06;-.65087567914622E-10;0.29669231305057E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0017;003; 2;            7444.838;           19736.512;0.38356946120405E+03;0.63467775226736E-03;0.64332283464432E-07;-.37789484631147E-11;0.64241287304143E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0017;004; 1;               0.000;            9230.982;0.38330000000000E+03;-.33338136400799E-17;0.31328976775269E-06;-.34003287601995E-10;0.12608035208079E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0017;004; 2;            9230.982;           19736.512;0.38356946120405E+03;0.63467775226736E-03;0.64332283464432E-07;-.37789484631147E-11;0.64241287304143E-16
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0018;001; 1;               0.000;            5049.399;0.32068118514471E+03;0.27469301246040E-02;-.26470235810685E-06;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0018;001; 2;            5049.399;           17381.490;0.33436528575073E+03;-.33152855209244E-02;0.54297973111975E-06;-.31775144850779E-10;0.65257717629170E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0018;002; 1;               0.000;            6436.900;0.32570000000000E+03;0.10849549351168E-03;0.31237683848683E-06;-.78062375009796E-10;0.56192221006889E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0018;002; 2;            6436.900;           17381.490;0.33436528575073E+03;-.33152855209244E-02;0.54297973111975E-06;-.31775144850779E-10;0.65257717629170E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0018;003; 1;               0.000;            7121.183;0.32650000000000E+03;-.75936255018377E-18;0.30268987508623E-06;-.73296396364665E-10;0.50996593467637E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0018;003; 2;            7121.183;           17381.490;0.33436528575073E+03;-.33152855209244E-02;0.54297973111975E-06;-.31775144850779E-10;0.65257717629170E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0018;004; 1;               0.000;            8075.412;0.32720000000000E+03;0.66231702822296E-18;0.22992724023404E-06;-.52332844060390E-10;0.33882580113228E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0018;004; 2;            8075.412;           17381.490;0.33436528575073E+03;-.33152855209244E-02;0.54297973111975E-06;-.31775144850779E-10;0.65257717629170E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0018;005; 1;               0.000;            8962.804;0.32800000000000E+03;0.15693610107999E-03;0.93257136909314E-07;-.25729689063546E-10;0.17402184375279E-14
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0018;005; 2;            8962.804;           17381.490;0.33436528575073E+03;-.33152855209244E-02;0.54297973111975E-06;-.31775144850779E-10;0.65257717629170E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0020;001; 1;               0.000;             191.411;0.75457010000000E+03;0.10016300000000E-01;-.46698560000000E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0020;001; 2;             191.411;             506.924;0.75378950000000E+03;0.19890390000000E-01;-.45097310000000E-04;0.59123690000000E-07;-.31945510000000E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0020;002; 1;               0.000;             191.400;0.75600000000000E+03;-.13080300000000E-15;0.14183500000000E-04;-.19249370000000E-06;0.85409120000000E-09
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0020;002; 2;             191.400;             191.411;0.75457010000000E+03;0.10016300000000E-01;-.46698560000000E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0020;002; 3;             191.411;             506.924;0.75378950000000E+03;0.19890390000000E-01;-.45097310000000E-04;0.59123690000000E-07;-.31945510000000E-10
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0021;001; 1;               0.000;             498.943;0.67402643953989E+03;0.69087909305908E-02;-.40853664058143E-05;0.00000000000000E+01;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0021;001; 2;             498.943;             857.538;0.67433733711825E+03;0.61788956456211E-02;-.49061936648802E-05;0.20740754568640E-08;0.00000000000000E+01
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0024;001; 1;               0.000;            1690.345;0.51940790000000E+03;0.47231060000000E-02;-.14859300000000E-05;0.22532410000000E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0024;001; 2;            1690.345;            6954.390;0.52106080000000E+03;0.21130830000000E-02;-.13037090000000E-06;-.70280400000000E-11;0.98213900000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0024;002; 1;               0.000;             300.000;0.52000000000000E+03;0.71019250000000E-03;0.12682750000000E-04;-.48182840000000E-07;0.79462110000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0024;002; 2;             300.000;            1690.345;0.51940790000000E+03;0.47231060000000E-02;-.14859300000000E-05;0.22532410000000E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0024;002; 3;            1690.345;            6954.390;0.52106080000000E+03;0.21130830000000E-02;-.13037090000000E-06;-.70280400000000E-11;0.98213900000000E-15
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;001; 1;               0.000;            1215.341;0.69436740000000E+03;0.95163210000000E-02;-.80868030000000E-05;0.30855970000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;001; 2;            1215.341;            3543.689;0.69275920000000E+03;0.82666420000000E-02;-.28302050000000E-05;0.55687390000000E-09;-.44879910000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;002; 1;               0.000;             547.771;0.69484200000000E+03;0.69169380000000E-02;-.33410270000000E-05;0.19742540000000E-09;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;002; 2;             547.771;            1215.341;0.69436740000000E+03;0.95163210000000E-02;-.80868030000000E-05;0.30855970000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;002; 3;            1215.341;            3543.689;0.69275920000000E+03;0.82666420000000E-02;-.28302050000000E-05;0.55687390000000E-09;-.44879910000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;003; 1;               0.000;             958.552;0.69553010000000E+03;0.50553890000000E-17;0.22338630000000E-04;-.34605640000000E-07;0.15635230000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;003; 2;             958.552;            1215.341;0.69436740000000E+03;0.95163210000000E-02;-.80868030000000E-05;0.30855970000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;003; 3;            1215.341;            3543.689;0.69275920000000E+03;0.82666420000000E-02;-.28302050000000E-05;0.55687390000000E-09;-.44879910000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;004; 1;               0.000;            1013.639;0.69572160000000E+03;-.82390810000000E-17;0.19625240000000E-04;-.29007900000000E-07;0.12544930000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;004; 2;            1013.639;            1215.341;0.69436740000000E+03;0.95163210000000E-02;-.80868030000000E-05;0.30855970000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;004; 3;            1215.341;            3543.689;0.69275920000000E+03;0.82666420000000E-02;-.28302050000000E-05;0.55687390000000E-09;-.44879910000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;005; 1;               0.000;            1013.600;0.69592000000000E+03;0.60973160000000E-03;0.16673800000000E-04;-.25727290000000E-07;0.11407630000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;005; 2;            1013.600;            1215.341;0.69436740000000E+03;0.95163210000000E-02;-.80868030000000E-05;0.30855970000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0025;005; 3;            1215.341;            3543.689;0.69275920000000E+03;0.82666420000000E-02;-.28302050000000E-05;0.55687390000000E-09;-.44879910000000E-13
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;001; 1;               0.000;             792.722;0.62324020000000E+03;0.40279830000000E-02;-.22420620000000E-05;0.11505250000000E-08;-.11798410000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;001; 2;             792.722;            1346.037;0.62860000000000E+03;-.10236480000000E-01;0.95342360000000E-05;-.27003020000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;001; 3;            1346.037;            4862.204;0.62394710000000E+03;0.16909750000000E-02;-.49376720000000E-06;0.81782570000000E-10;-.54539090000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;002; 1;               0.000;             251.450;0.62370000000000E+03;0.20068790000000E-14;0.21805540000000E-05;0.41407500000000E-07;-.92889190000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;002; 2;             251.450;             792.722;0.62324020000000E+03;0.40279830000000E-02;-.22420620000000E-05;0.11505250000000E-08;-.11798410000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;002; 3;             792.722;            1346.037;0.62860000000000E+03;-.10236480000000E-01;0.95342360000000E-05;-.27003020000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;002; 4;            1346.037;            4862.204;0.62394710000000E+03;0.16909750000000E-02;-.49376720000000E-06;0.81782570000000E-10;-.54539090000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;003; 1;               0.000;             276.022;0.62380000000000E+03;0.63110660000000E-04;-.32360790000000E-05;0.57994860000000E-07;-.10197800000000E-09
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;003; 2;             276.022;             792.722;0.62324020000000E+03;0.40279830000000E-02;-.22420620000000E-05;0.11505250000000E-08;-.11798410000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;003; 3;             792.722;            1346.037;0.62860000000000E+03;-.10236480000000E-01;0.95342360000000E-05;-.27003020000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;003; 4;            1346.037;            4862.204;0.62394710000000E+03;0.16909750000000E-02;-.49376720000000E-06;0.81782570000000E-10;-.54539090000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;004; 1;               0.000;             261.283;0.62390000000000E+03;0.27002650000000E-03;-.59219890000000E-05;0.46498320000000E-07;-.51727240000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;004; 2;             261.283;             792.722;0.62324020000000E+03;0.40279830000000E-02;-.22420620000000E-05;0.11505250000000E-08;-.11798410000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;004; 3;             792.722;            1346.037;0.62860000000000E+03;-.10236480000000E-01;0.95342360000000E-05;-.27003020000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;004; 4;            1346.037;            4862.204;0.62394710000000E+03;0.16909750000000E-02;-.49376720000000E-06;0.81782570000000E-10;-.54539090000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;005; 1;               0.000;             310.000;0.62400000000000E+03;-.44929560000000E-16;0.13976410000000E-05;0.13937710000000E-08;0.13096610000000E-10
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;005; 2;             310.000;             792.722;0.62324020000000E+03;0.40279830000000E-02;-.22420620000000E-05;0.11505250000000E-08;-.11798410000000E-11
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;005; 3;             792.722;            1346.037;0.62860000000000E+03;-.10236480000000E-01;0.95342360000000E-05;-.27003020000000E-08;0.00000000000000E+01
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0026;005; 4;            1346.037;            4862.204;0.62394710000000E+03;0.16909750000000E-02;-.49376720000000E-06;0.81782570000000E-10;-.54539090000000E-14
 &
HIDRELETRICA-CURVAJUSANTE-POLINOMIOPORPARTES-SEGMENTO;0027;001; 1;               0.000;             568.428;0.56283370000000E+03;0.21222020000000E-01;-.71246660000000E-04;0.12578210000000E-06;-.79021130000000E-10
