***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: NEWAVE     - Versao FPHA_NEWAVE                             *
*                                                                     *
***********************************************************************


____________________________________________________________________
                                   
____________________________________________________________________


---------------------------------------------------------------------------------
Relatorio de dados para a modelagem da funcao de producao das usinas hidroeletricas
---------------------------------------------------------------------------------
----;----;-------------;----;----;----;----;-----;--------;--------;-----;--------;--------;--------;--------;
USIH;IPER;    Nome     ;      Opcoes    ;;;;     Discretiz. Q    ;;;    Discretiz. V     ;;;    Janela GH   ;;
  - ;    ;     -       ;Tipo;Conv;Alfa;Rems; Npt ;   Qmin ;  Qmax  ; Npt ;  Vmin  ;  Vmax  ;  GHmin ; GHmax  ;
  - ;    ;             ;    ;    ;    ;    ;     ; (m3/s) ; (m3/s) ;     ; (hm3)  ; (hm3)  ;  (MW)  ;  (MW)  ;
----;----;-------------;----;----;----;----;-----;--------;--------;-----;--------;--------;--------;--------;
 290;   4; ESPORA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    70.0;    5;    71.0;   169.0;     0.0;    32.0;
 290;   5; ESPORA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    70.0;    5;    71.0;   169.0;     0.0;    32.0;
 290;   6; ESPORA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    70.0;    5;    71.0;   169.0;     0.0;    32.0;
 290;   7; ESPORA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    70.0;    5;    71.0;   169.0;     0.0;    32.0;
 290;   8; ESPORA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    70.0;    5;    71.0;   169.0;     0.0;    32.0;
 290;   9; ESPORA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    70.0;    5;    71.0;   169.0;     0.0;    32.0;
 290;  10; ESPORA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    70.0;    5;    71.0;   169.0;     0.0;    32.0;
 290;  11; ESPORA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    70.0;    5;    71.0;   169.0;     0.0;    32.0;
 290;  12; ESPORA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    70.0;    5;    71.0;   169.0;     0.0;    32.0;
 290;  13; ESPORA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    70.0;    5;    71.0;   169.0;     0.0;    32.0;
 304;   1; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;   2; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;   3; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;   4; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;   5; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;   6; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;   7; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;   8; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;   9; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;  10; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;  11; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;  12; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 304;  13; ITIQUIRA I  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    79.1;    1;     5.0;     5.0;     0.0;    60.8;
 305;   1; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;   2; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;   3; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;   4; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;   5; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;   6; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;   7; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;   8; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;   9; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;  10; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;  11; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;  12; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 305;  13; ITIQUIRA II ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    78.9;    1;     1.0;     1.0;     0.0;    96.6;
 310;   1; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;   2; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;   3; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;   4; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;   5; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;   6; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;   7; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;   8; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;   9; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;  10; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;  11; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;  12; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 310;  13; DARDANELOS  ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   300.4;    1;     0.9;     0.9;     0.0;   261.0;
 311;   1; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;   2; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;   3; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;   4; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;   5; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;   6; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;   7; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;   8; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;   9; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;  10; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;  11; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;  12; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 311;  13; CACU        ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   269.5;    5;   210.0;   227.4;     0.0;    65.0;
 312;   1; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;   2; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;   3; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;   4; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;   5; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;   6; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;   7; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;   8; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;   9; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;  10; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;  11; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;  12; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 312;  13; B. COQUEIROS;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   280.0;    1;   321.4;   321.4;     0.0;    90.0;
 315;   1; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;   2; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;   3; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;   4; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;   5; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;   6; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;   7; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;   8; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;   9; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;  10; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;  11; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;  12; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 315;  13; FOZ R. CLARO;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   285.6;    1;    96.7;    96.7;     0.0;    68.4;
 119;   1; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;   2; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;   3; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;   4; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;   5; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;   6; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;   7; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;   8; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;   9; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;  10; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;  11; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;  12; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 119;  13; HENRY BORDEN;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   156.5;    1;     0.5;     0.5;     0.0;   889.0;
 120;   1; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;   2; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;   3; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;   4; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;   5; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;   6; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;   7; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;   8; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;   9; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;  10; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;  11; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;  12; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 120;  13; JAGUARI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    59.9;    5;   443.0;  1220.4;     0.0;    27.6;
 121;   1; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;   2; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;   3; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;   4; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;   5; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;   6; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;   7; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;   8; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;   9; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;  10; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;  11; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;  12; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 121;  13; PARAIBUNA   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   124.5;    5;  2096.0;  4353.5;     0.0;    87.0;
 122;   1; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;   2; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;   3; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;   4; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;   5; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;   6; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;   7; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;   8; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;   9; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;  10; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;  11; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;  12; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 122;  13; SANTA BRANCA;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   127.0;    5;   131.0;   421.4;     0.0;    56.0;
 123;   1; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;   2; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;   3; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;   4; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;   5; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;   6; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;   7; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;   8; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;   9; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;  10; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;  11; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;  12; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 123;  13; FUNIL       ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   335.3;    5;   342.6;   888.0;     0.0;   222.0;
 126;   1; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;   2; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;   3; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;   4; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;   5; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;   6; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;   7; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;   8; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;   9; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;  10; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;  11; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;  12; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 126;  13; PICADA      ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    43.3;    1;     6.9;     6.9;     0.0;    50.0;
 127;   1; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;   2; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;   3; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;   4; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;   5; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;   6; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;   7; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;   8; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;   9; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;  10; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;  11; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;  12; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 127;  13; SOBRAGI     ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;    83.8;    1;     0.1;     0.1;     0.0;    60.0;
 129;   1; SIMPLICIO   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   307.1;    1;    13.5;    13.5;     0.0;   305.7;
 129;   2; SIMPLICIO   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   307.1;    1;    13.5;    13.5;     0.0;   305.7;
 129;   3; SIMPLICIO   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   307.1;    1;    13.5;    13.5;     0.0;   305.7;
 129;   4; SIMPLICIO   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   307.1;    1;    13.5;    13.5;     0.0;   305.7;
 129;   5; SIMPLICIO   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   307.1;    1;    13.5;    13.5;     0.0;   305.7;
 129;   6; SIMPLICIO   ;  2 ;  1 ;  1 ;  1 ;    5;     0.0;   307.1;    1;    13.5;    13.5;     0.0;   305.7;
